Scenario,Criteria,Expected Matches For Recall,Predicted Matches (Recall),Recall,Expected Matches For Precision,Predicted Matches (Precision),Precision,Expected Matched For Accuracy,Predicted Matched (Accuracy),Accuracy,F1 Score
15,"[('low_fat', 'HasFatLevel'), ('less_than_60_mins', 'needTimeToCook'), ('garlic_clove', 'contains')]",115,8,0.06956521739130435,84,8,0.09523809523809523,115,8,0.06956521739130435,0.08040201005025127
17,"[('low_protein', 'HasProteinLevel'), ('medium_sodium', 'HasSodiumLevel'), ('snack', 'isForMealType')]",158,6,0.0379746835443038,84,6,0.07142857142857142,158,6,0.0379746835443038,0.049586776859504134
18,"[('asia', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook'), ('garlic_clove', 'contains')]",33,10,0.30303030303030304,84,10,0.11904761904761904,33,7,0.21212121212121213,0.17094017094017094
19,"[('medium_fat', 'HasFatLevel'), ('medium_calorie', 'HasCalorieLevel'), ('europe', 'isFromRegion')]",190,14,0.07368421052631578,84,14,0.16666666666666666,190,29,0.15263157894736842,0.10218978102189781
20,"[('vegan', 'hasDietType'), ('latin_america_and_caribbean', 'isFromRegion'), ('tomato', 'contains')]",10,6,0.6,84,6,0.07142857142857142,10,2,0.2,0.1276595744680851
21,"[('low_cholesterol', 'HasCholesterolLevel'), ('brunch', 'isForMealType'), ('tomato', 'contains')]",39,2,0.05128205128205128,84,2,0.023809523809523808,39,2,0.05128205128205128,0.03252032520325203
22,"[('low_fat', 'HasFatLevel'), ('standard', 'hasDietType'), ('flour', 'contains')]",75,4,0.05333333333333334,84,4,0.047619047619047616,75,4,0.05333333333333334,0.05031446540880503
23,"[('medium_calorie', 'HasCalorieLevel'), ('starter', 'isForMealType'), ('africa', 'isFromRegion')]",22,3,0.13636363636363635,84,3,0.03571428571428571,22,1,0.045454545454545456,0.056603773584905655
26,"[('high_carb', 'HasCarbLevel'), ('asia', 'isFromRegion'), ('garlic_clove', 'contains')]",18,1,0.05555555555555555,84,1,0.011904761904761904,18,0,0.0,0.0196078431372549
27,"[('high_cholesterol', 'HasCholesterolLevel'), ('breakfast', 'isForMealType'), ('cinnamon', 'contains')]",16,1,0.0625,84,1,0.011904761904761904,16,1,0.0625,0.02
28,"[('high_sodium', 'HasSodiumLevel'), ('vegetarian', 'hasDietType'), ('butter', 'contains')]",108,7,0.06481481481481481,84,7,0.08333333333333333,108,7,0.06481481481481481,0.07291666666666667
29,"[('high_fiber', 'HasFiberLevel'), ('lunch', 'isForMealType'), ('pepper', 'contains')]",104,1,0.009615384615384616,84,1,0.011904761904761904,104,1,0.009615384615384616,0.010638297872340425
30,"[('low_carb', 'HasCarbLevel'), ('europe', 'isFromRegion'), ('butter', 'contains')]",208,27,0.12980769230769232,84,27,0.32142857142857145,208,53,0.2548076923076923,0.18493150684931506
31,"[('high_fat', 'HasFatLevel'), ('dinner', 'isForMealType'), ('cinnamon', 'contains')]",30,0,0.0,84,0,0.0,30,0,0.0,0.0
32,"[('low_sodium', 'HasSodiumLevel'), ('vegetarian', 'hasDietType'), ('less_than_60_mins', 'needTimeToCook')]",167,4,0.023952095808383235,84,4,0.047619047619047616,167,11,0.0658682634730539,0.03187250996015937
33,"[('low_carb', 'HasCarbLevel'), ('medium_fiber', 'HasFiberLevel'), ('honey', 'contains')]",27,1,0.037037037037037035,84,1,0.011904761904761904,27,0,0.0,0.018018018018018018
34,"[('high_carb', 'HasCarbLevel'), ('high_fat', 'HasFatLevel'), ('north_america', 'isFromRegion')]",57,4,0.07017543859649122,84,4,0.047619047619047616,57,3,0.05263157894736842,0.05673758865248227
35,"[('medium_sugar', 'HasSugarLevel'), ('dessert', 'isForMealType'), ('cinnamon', 'contains')]",30,8,0.26666666666666666,84,8,0.09523809523809523,30,4,0.13333333333333333,0.14035087719298245
36,"[('high_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel')]",43,0,0.0,84,0,0.0,43,0,0.0,0.0
37,"[('medium_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('middle_east', 'isFromRegion')]",13,0,0.0,84,0,0.0,13,0,0.0,0.0
38,"[('low_sodium', 'HasSodiumLevel'), ('asia', 'isFromRegion'), ('olive_oil', 'contains')]",25,4,0.16,84,4,0.047619047619047616,25,1,0.04,0.07339449541284404
39,"[('medium_fiber', 'HasFiberLevel'), ('medium_calorie', 'HasCalorieLevel'), ('milk', 'contains')]",86,5,0.05813953488372093,84,5,0.05952380952380952,86,6,0.06976744186046512,0.0588235294117647
40,"[('medium_protein', 'HasProteinLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('less_than_60_mins', 'needTimeToCook')]",82,1,0.012195121951219513,84,1,0.011904761904761904,82,1,0.012195121951219513,0.012048192771084338
41,"[('high_calorie', 'HasCalorieLevel'), ('brunch', 'isForMealType'), ('flour', 'contains')]",10,0,0.0,84,0,0.0,10,0,0.0,0.0
42,"[('drink', 'isForMealType'), ('less_than_60_mins', 'needTimeToCook'), ('pepper', 'contains')]",4,0,0.0,84,0,0.0,4,0,0.0,0.0
43,"[('medium_carb', 'HasCarbLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('cinnamon', 'contains')]",53,1,0.018867924528301886,84,1,0.011904761904761904,53,1,0.018867924528301886,0.014598540145985401
44,"[('medium_sugar', 'HasSugarLevel'), ('breakfast', 'isForMealType'), ('chicken_egg', 'contains')]",33,9,0.2727272727272727,84,9,0.10714285714285714,33,3,0.09090909090909091,0.15384615384615383
45,"[('medium_protein', 'HasProteinLevel'), ('europe', 'isFromRegion'), ('baking_powder', 'contains')]",12,2,0.16666666666666666,84,2,0.023809523809523808,12,0,0.0,0.041666666666666664
46,"[('vegetarian', 'hasDietType'), ('less_than_4_hours', 'needTimeToCook'), ('honey', 'contains')]",35,8,0.22857142857142856,84,8,0.09523809523809523,35,5,0.14285714285714285,0.13445378151260504
47,"[('high_fiber', 'HasFiberLevel'), ('global', 'isFromRegion'), ('chicken_egg', 'contains')]",7,0,0.0,84,0,0.0,7,0,0.0,0.0
48,"[('medium_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('flour', 'contains')]",82,1,0.012195121951219513,84,1,0.011904761904761904,82,1,0.012195121951219513,0.012048192771084338
49,"[('low_fat', 'HasFatLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('europe', 'isFromRegion')]",10,1,0.1,84,1,0.011904761904761904,10,0,0.0,0.02127659574468085
50,"[('low_protein', 'HasProteinLevel'), ('vegetarian', 'hasDietType'), ('tomato', 'contains')]",94,10,0.10638297872340426,84,10,0.11904761904761904,94,12,0.1276595744680851,0.11235955056179775
51,"[('high_protein', 'HasProteinLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('brown_sugar', 'contains')]",11,0,0.0,84,0,0.0,11,0,0.0,0.0
53,"[('low_fiber', 'HasFiberLevel'), ('europe', 'isFromRegion'), ('red_onion', 'contains')]",34,5,0.14705882352941177,84,5,0.05952380952380952,34,2,0.058823529411764705,0.08474576271186442
54,"[('medium_protein', 'HasProteinLevel'), ('africa', 'isFromRegion'), ('salt_product', 'contains')]",45,14,0.3111111111111111,84,14,0.16666666666666666,45,11,0.24444444444444444,0.21705426356589147
55,"[('low_fat', 'HasFatLevel'), ('less_than_60_mins', 'needTimeToCook'), ('lemon_juice', 'contains')]",46,1,0.021739130434782608,84,1,0.011904761904761904,46,0,0.0,0.015384615384615384
56,"[('low_carb', 'HasCarbLevel'), ('high_fiber', 'HasFiberLevel'), ('less_than_15_mins', 'needTimeToCook')]",9,0,0.0,84,0,0.0,9,0,0.0,0.0
58,"[('high_fiber', 'HasFiberLevel'), ('dinner', 'isForMealType'), ('garlic_clove', 'contains')]",69,1,0.014492753623188406,84,1,0.011904761904761904,69,1,0.014492753623188406,0.013071895424836602
59,"[('low_calorie', 'HasCalorieLevel'), ('dinner', 'isForMealType'), ('lemon_juice', 'contains')]",27,6,0.2222222222222222,84,6,0.07142857142857142,27,3,0.1111111111111111,0.10810810810810811
60,"[('low_sugar', 'HasSugarLevel'), ('low_calorie', 'HasCalorieLevel'), ('latin_america_and_caribbean', 'isFromRegion')]",95,16,0.16842105263157894,84,16,0.19047619047619047,95,17,0.17894736842105263,0.1787709497206704
61,"[('low_carb', 'HasCarbLevel'), ('less_than_30_mins', 'needTimeToCook'), ('red_onion', 'contains')]",63,2,0.031746031746031744,84,2,0.023809523809523808,63,2,0.031746031746031744,0.027210884353741496
63,"[('high_sodium', 'HasSodiumLevel'), ('less_than_30_mins', 'needTimeToCook'), ('onion', 'contains')]",87,1,0.011494252873563218,84,1,0.011904761904761904,87,1,0.011494252873563218,0.011695906432748536
64,"[('high_fat', 'HasFatLevel'), ('drink', 'isForMealType'), ('less_than_30_mins', 'needTimeToCook')]",3,0,0.0,84,0,0.0,3,0,0.0,0.0
65,"[('high_fiber', 'HasFiberLevel'), ('dinner', 'isForMealType'), ('vegetarian', 'hasDietType')]",26,1,0.038461538461538464,84,1,0.011904761904761904,26,1,0.038461538461538464,0.01818181818181818
66,"[('medium_protein', 'HasProteinLevel'), ('paleo', 'hasDietType'), ('pepper', 'contains')]",20,1,0.05,84,1,0.011904761904761904,20,0,0.0,0.019230769230769232
67,"[('medium_fat', 'HasFatLevel'), ('medium_fiber', 'HasFiberLevel'), ('latin_america_and_caribbean', 'isFromRegion')]",28,5,0.17857142857142858,84,5,0.05952380952380952,28,1,0.03571428571428571,0.08928571428571429
68,"[('starter', 'isForMealType'), ('more_than_6_hours', 'needTimeToCook'), ('red_onion', 'contains')]",5,0,0.0,84,0,0.0,5,0,0.0,0.0
70,"[('low_carb', 'HasCarbLevel'), ('more_than_6_hours', 'needTimeToCook'), ('olive_oil', 'contains')]",79,11,0.13924050632911392,84,11,0.13095238095238096,79,11,0.13924050632911392,0.13496932515337423
71,"[('high_calorie', 'HasCalorieLevel'), ('vegan', 'hasDietType'), ('less_than_60_mins', 'needTimeToCook')]",15,0,0.0,84,0,0.0,15,0,0.0,0.0
72,"[('medium_sugar', 'HasSugarLevel'), ('snack', 'isForMealType'), ('chicken_egg', 'contains')]",14,2,0.14285714285714285,84,2,0.023809523809523808,14,0,0.0,0.04081632653061224
73,"[('high_fiber', 'HasFiberLevel'), ('starter', 'isForMealType'), ('europe', 'isFromRegion')]",14,0,0.0,84,0,0.0,14,0,0.0,0.0
74,"[('standard', 'hasDietType'), ('less_than_6_hours', 'needTimeToCook'), ('salt_product', 'contains')]",61,3,0.04918032786885246,84,3,0.03571428571428571,61,1,0.01639344262295082,0.041379310344827586
75,"[('low_fat', 'HasFatLevel'), ('vegetarian', 'hasDietType'), ('lemon_juice', 'contains')]",47,8,0.1702127659574468,84,8,0.09523809523809523,47,6,0.1276595744680851,0.12213740458015264
76,"[('medium_sodium', 'HasSodiumLevel'), ('starter', 'isForMealType'), ('asia', 'isFromRegion')]",73,6,0.0821917808219178,84,6,0.07142857142857142,73,5,0.0684931506849315,0.07643312101910828
77,"[('medium_protein', 'HasProteinLevel'), ('starter', 'isForMealType'), ('global', 'isFromRegion')]",27,3,0.1111111111111111,84,3,0.03571428571428571,27,0,0.0,0.05405405405405406
78,"[('medium_fat', 'HasFatLevel'), ('middle_east', 'isFromRegion'), ('flour', 'contains')]",30,9,0.3,84,9,0.10714285714285714,30,5,0.16666666666666666,0.15789473684210525
79,"[('high_protein', 'HasProteinLevel'), ('medium_sodium', 'HasSodiumLevel'), ('garlic_clove', 'contains')]",300,5,0.016666666666666666,84,5,0.05952380952380952,300,43,0.14333333333333334,0.026041666666666668
80,"[('medium_sodium', 'HasSodiumLevel'), ('medium_calorie', 'HasCalorieLevel'), ('dessert', 'isForMealType')]",203,25,0.12315270935960591,84,25,0.2976190476190476,203,56,0.27586206896551724,0.17421602787456444
81,"[('medium_sugar', 'HasSugarLevel'), ('less_than_60_mins', 'needTimeToCook'), ('cinnamon', 'contains')]",42,3,0.07142857142857142,84,3,0.03571428571428571,42,1,0.023809523809523808,0.047619047619047616
82,"[('low_fiber', 'HasFiberLevel'), ('snack', 'isForMealType'), ('north_america', 'isFromRegion')]",171,13,0.07647058823529412,84,13,0.15476190476190477,171,24,0.14035087719298245,0.10236220472440946
83,"[('high_protein', 'HasProteinLevel'), ('brunch', 'isForMealType'), ('salt_product', 'contains')]",76,3,0.039473684210526314,84,3,0.03571428571428571,76,3,0.039473684210526314,0.0375
84,"[('low_fat', 'HasFatLevel'), ('dessert', 'isForMealType'), ('brown_sugar', 'contains')]",50,2,0.04,84,2,0.023809523809523808,50,1,0.02,0.029850746268656712
85,"[('latin_america_and_caribbean', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('lemon_juice', 'contains')]",5,2,0.4,84,2,0.023809523809523808,5,0,0.0,0.0449438202247191
86,"[('high_sodium', 'HasSodiumLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('chicken_egg', 'contains')]",205,12,0.05853658536585366,84,12,0.14285714285714285,205,24,0.11707317073170732,0.08304498269896195
87,"[('medium_fat', 'HasFatLevel'), ('dinner', 'isForMealType'), ('salt_product', 'contains')]",167,5,0.029940119760479042,84,5,0.05952380952380952,167,8,0.04790419161676647,0.0398406374501992
88,"[('lunch', 'isForMealType'), ('africa', 'isFromRegion'), ('less_than_6_hours', 'needTimeToCook')]",5,4,0.8,84,4,0.047619047619047616,5,0,0.0,0.0898876404494382
89,"[('medium_sugar', 'HasSugarLevel'), ('middle_east', 'isFromRegion'), ('pepper', 'contains')]",30,3,0.1,84,3,0.03571428571428571,30,0,0.0,0.05263157894736841
90,"[('high_calorie', 'HasCalorieLevel'), ('dessert', 'isForMealType'), ('butter', 'contains')]",40,5,0.125,84,5,0.05952380952380952,40,1,0.025,0.08064516129032258
91,"[('medium_carb', 'HasCarbLevel'), ('starter', 'isForMealType'), ('tomato', 'contains')]",33,4,0.12121212121212122,84,4,0.047619047619047616,33,1,0.030303030303030304,0.06837606837606837
92,"[('medium_fiber', 'HasFiberLevel'), ('high_calorie', 'HasCalorieLevel'), ('baking_powder', 'contains')]",8,0,0.0,84,0,0.0,8,0,0.0,0.0
93,"[('low_carb', 'HasCarbLevel'), ('snack', 'isForMealType'), ('salt_product', 'contains')]",217,19,0.08755760368663594,84,19,0.2261904761904762,217,41,0.1889400921658986,0.12624584717607973
94,"[('low_fiber', 'HasFiberLevel'), ('low_sugar', 'HasSugarLevel'), ('drink', 'isForMealType')]",105,11,0.10476190476190476,84,11,0.13095238095238096,105,15,0.14285714285714285,0.11640211640211642
96,"[('vegan', 'hasDietType'), ('middle_east', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook')]",26,6,0.23076923076923078,84,6,0.07142857142857142,26,2,0.07692307692307693,0.10909090909090909
97,"[('medium_fiber', 'HasFiberLevel'), ('medium_calorie', 'HasCalorieLevel'), ('more_than_6_hours', 'needTimeToCook')]",62,1,0.016129032258064516,84,1,0.011904761904761904,62,1,0.016129032258064516,0.0136986301369863
99,"[('low_sugar', 'HasSugarLevel'), ('less_than_15_mins', 'needTimeToCook'), ('garlic_clove', 'contains')]",155,10,0.06451612903225806,84,10,0.11904761904761904,155,16,0.1032258064516129,0.08368200836820083
100,"[('medium_sugar', 'HasSugarLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('butter', 'contains')]",51,1,0.0196078431372549,84,1,0.011904761904761904,51,1,0.0196078431372549,0.014814814814814814
101,"[('high_fat', 'HasFatLevel'), ('paleo', 'hasDietType'), ('less_than_6_hours', 'needTimeToCook')]",26,1,0.038461538461538464,84,1,0.011904761904761904,26,0,0.0,0.01818181818181818
102,"[('high_carb', 'HasCarbLevel'), ('snack', 'isForMealType'), ('more_than_6_hours', 'needTimeToCook')]",10,2,0.2,84,2,0.023809523809523808,10,1,0.1,0.0425531914893617
103,"[('dinner', 'isForMealType'), ('europe', 'isFromRegion'), ('flour', 'contains')]",33,7,0.21212121212121213,84,7,0.08333333333333333,33,5,0.15151515151515152,0.11965811965811965
105,"[('high_carb', 'HasCarbLevel'), ('low_fat', 'HasFatLevel'), ('starter', 'isForMealType')]",9,0,0.0,84,0,0.0,9,0,0.0,0.0
106,"[('medium_protein', 'HasProteinLevel'), ('medium_calorie', 'HasCalorieLevel'), ('dessert', 'isForMealType')]",119,5,0.04201680672268908,84,5,0.05952380952380952,119,7,0.058823529411764705,0.04926108374384237
107,"[('low_carb', 'HasCarbLevel'), ('medium_sodium', 'HasSodiumLevel'), ('lemon_juice', 'contains')]",161,1,0.006211180124223602,84,1,0.011904761904761904,161,4,0.024844720496894408,0.00816326530612245
108,"[('low_carb', 'HasCarbLevel'), ('oceania', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook')]",75,14,0.18666666666666668,84,14,0.16666666666666666,75,13,0.17333333333333334,0.1761006289308176
111,"[('medium_protein', 'HasProteinLevel'), ('starter', 'isForMealType'), ('olive_oil', 'contains')]",51,4,0.0784313725490196,84,4,0.047619047619047616,51,4,0.0784313725490196,0.059259259259259255
112,"[('high_sugar', 'HasSugarLevel'), ('standard', 'hasDietType'), ('oceania', 'isFromRegion')]",49,17,0.3469387755102041,84,17,0.20238095238095238,49,10,0.20408163265306123,0.2556390977443609
113,"[('high_sugar', 'HasSugarLevel'), ('dinner', 'isForMealType'), ('butter', 'contains')]",23,2,0.08695652173913043,84,2,0.023809523809523808,23,1,0.043478260869565216,0.037383177570093455
114,"[('high_calorie', 'HasCalorieLevel'), ('middle_east', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook')]",9,0,0.0,84,0,0.0,9,0,0.0,0.0
115,"[('snack', 'isForMealType'), ('less_than_15_mins', 'needTimeToCook'), ('onion', 'contains')]",13,2,0.15384615384615385,84,2,0.023809523809523808,13,1,0.07692307692307693,0.041237113402061855
116,"[('medium_fiber', 'HasFiberLevel'), ('medium_sugar', 'HasSugarLevel'), ('butter', 'contains')]",55,0,0.0,84,0,0.0,55,0,0.0,0.0
117,"[('vegan', 'hasDietType'), ('less_than_30_mins', 'needTimeToCook'), ('cinnamon', 'contains')]",54,14,0.25925925925925924,84,14,0.16666666666666666,54,12,0.2222222222222222,0.20289855072463767
118,"[('medium_protein', 'HasProteinLevel'), ('high_fat', 'HasFatLevel'), ('lunch', 'isForMealType')]",28,1,0.03571428571428571,84,1,0.011904761904761904,28,0,0.0,0.017857142857142856
119,"[('low_carb', 'HasCarbLevel'), ('medium_sugar', 'HasSugarLevel'), ('north_america', 'isFromRegion')]",192,11,0.057291666666666664,84,11,0.13095238095238096,192,28,0.14583333333333334,0.07971014492753624
123,"[('high_carb', 'HasCarbLevel'), ('medium_sodium', 'HasSodiumLevel'), ('baking_powder', 'contains')]",24,4,0.16666666666666666,84,4,0.047619047619047616,24,2,0.08333333333333333,0.07407407407407407
124,"[('high_fiber', 'HasFiberLevel'), ('asia', 'isFromRegion'), ('olive_oil', 'contains')]",18,1,0.05555555555555555,84,1,0.011904761904761904,18,1,0.05555555555555555,0.0196078431372549
125,"[('low_cholesterol', 'HasCholesterolLevel'), ('latin_america_and_caribbean', 'isFromRegion'), ('salt_product', 'contains')]",72,19,0.2638888888888889,84,19,0.2261904761904762,72,18,0.25,0.24358974358974356
126,"[('medium_carb', 'HasCarbLevel'), ('middle_east', 'isFromRegion'), ('sugar', 'contains')]",32,4,0.125,84,4,0.047619047619047616,32,1,0.03125,0.06896551724137931
127,"[('low_calorie', 'HasCalorieLevel'), ('snack', 'isForMealType'), ('milk', 'contains')]",79,9,0.11392405063291139,84,9,0.10714285714285714,79,9,0.11392405063291139,0.11042944785276072
128,"[('high_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('dinner', 'isForMealType')]",458,8,0.0175054704595186,84,8,0.09523809523809523,458,38,0.08296943231441048,0.029574861367837338
129,"[('low_fiber', 'HasFiberLevel'), ('low_calorie', 'HasCalorieLevel'), ('red_onion', 'contains')]",172,12,0.06976744186046512,84,12,0.14285714285714285,172,22,0.12790697674418605,0.09374999999999999
130,"[('snack', 'isForMealType'), ('oceania', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook')]",19,8,0.42105263157894735,84,8,0.09523809523809523,19,2,0.10526315789473684,0.1553398058252427
131,"[('medium_fat', 'HasFatLevel'), ('medium_sodium', 'HasSodiumLevel'), ('europe', 'isFromRegion')]",239,12,0.0502092050209205,84,12,0.14285714285714285,239,36,0.1506276150627615,0.07430340557275542
132,"[('lunch', 'isForMealType'), ('latin_america_and_caribbean', 'isFromRegion'), ('sugar', 'contains')]",7,0,0.0,84,0,0.0,7,0,0.0,0.0
133,"[('high_carb', 'HasCarbLevel'), ('low_sodium', 'HasSodiumLevel'), ('dessert', 'isForMealType')]",49,5,0.10204081632653061,84,5,0.05952380952380952,49,2,0.04081632653061224,0.07518796992481201
134,"[('medium_fiber', 'HasFiberLevel'), ('less_than_6_hours', 'needTimeToCook'), ('lemon_juice', 'contains')]",4,0,0.0,84,0,0.0,4,0,0.0,0.0
136,"[('medium_fat', 'HasFatLevel'), ('medium_calorie', 'HasCalorieLevel'), ('africa', 'isFromRegion')]",81,21,0.25925925925925924,84,21,0.25,81,20,0.24691358024691357,0.2545454545454545
137,"[('africa', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('brown_sugar', 'contains')]",7,1,0.14285714285714285,84,1,0.011904761904761904,7,0,0.0,0.021978021978021973
138,"[('low_sugar', 'HasSugarLevel'), ('lunch', 'isForMealType'), ('less_than_60_mins', 'needTimeToCook')]",168,3,0.017857142857142856,84,3,0.03571428571428571,168,6,0.03571428571428571,0.023809523809523808
139,"[('high_carb', 'HasCarbLevel'), ('africa', 'isFromRegion'), ('chicken_egg', 'contains')]",3,1,0.3333333333333333,84,1,0.011904761904761904,3,0,0.0,0.022988505747126436
140,"[('paleo', 'hasDietType'), ('global', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook')]",11,3,0.2727272727272727,84,3,0.03571428571428571,11,1,0.09090909090909091,0.0631578947368421
142,"[('medium_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('medium_fiber', 'HasFiberLevel')]",132,3,0.022727272727272728,84,3,0.03571428571428571,132,4,0.030303030303030304,0.027777777777777776
143,"[('medium_sodium', 'HasSodiumLevel'), ('dessert', 'isForMealType'), ('global', 'isFromRegion')]",75,12,0.16,84,12,0.14285714285714285,75,12,0.16,0.15094339622641512
144,"[('breakfast', 'isForMealType'), ('vegan', 'hasDietType'), ('red_onion', 'contains')]",1,0,0.0,84,0,0.0,1,0,0.0,0.0
145,"[('medium_protein', 'HasProteinLevel'), ('high_fiber', 'HasFiberLevel'), ('snack', 'isForMealType')]",14,0,0.0,84,0,0.0,14,0,0.0,0.0
146,"[('high_carb', 'HasCarbLevel'), ('high_sodium', 'HasSodiumLevel'), ('cinnamon', 'contains')]",16,0,0.0,84,0,0.0,16,0,0.0,0.0
147,"[('high_sugar', 'HasSugarLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('brown_sugar', 'contains')]",79,0,0.0,84,0,0.0,79,0,0.0,0.0
148,"[('high_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('red_onion', 'contains')]",82,0,0.0,84,0,0.0,82,0,0.0,0.0
149,"[('low_fiber', 'HasFiberLevel'), ('low_sodium', 'HasSodiumLevel'), ('starter', 'isForMealType')]",359,18,0.05013927576601671,84,18,0.21428571428571427,359,57,0.15877437325905291,0.08126410835214448
150,"[('low_protein', 'HasProteinLevel'), ('drink', 'isForMealType'), ('less_than_15_mins', 'needTimeToCook')]",105,10,0.09523809523809523,84,10,0.11904761904761904,105,13,0.12380952380952381,0.10582010582010581
153,"[('medium_protein', 'HasProteinLevel'), ('europe', 'isFromRegion'), ('brown_sugar', 'contains')]",11,0,0.0,84,0,0.0,11,0,0.0,0.0
154,"[('medium_protein', 'HasProteinLevel'), ('less_than_4_hours', 'needTimeToCook'), ('flour', 'contains')]",116,6,0.05172413793103448,84,6,0.07142857142857142,116,9,0.07758620689655173,0.060000000000000005
155,"[('dinner', 'isForMealType'), ('vegan', 'hasDietType'), ('less_than_6_hours', 'needTimeToCook')]",15,4,0.26666666666666666,84,4,0.047619047619047616,15,1,0.06666666666666667,0.0808080808080808
156,"[('high_protein', 'HasProteinLevel'), ('paleo', 'hasDietType'), ('less_than_30_mins', 'needTimeToCook')]",70,1,0.014285714285714285,84,1,0.011904761904761904,70,1,0.014285714285714285,0.012987012987012988
157,"[('starter', 'isForMealType'), ('less_than_15_mins', 'needTimeToCook'), ('sugar', 'contains')]",37,0,0.0,84,0,0.0,37,0,0.0,0.0
158,"[('high_carb', 'HasCarbLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('red_onion', 'contains')]",10,0,0.0,84,0,0.0,10,0,0.0,0.0
159,"[('high_carb', 'HasCarbLevel'), ('medium_calorie', 'HasCalorieLevel'), ('oceania', 'isFromRegion')]",26,2,0.07692307692307693,84,2,0.023809523809523808,26,1,0.038461538461538464,0.03636363636363636
