Scenario,Criteria,Expected Matches For Recall,Predicted Matches (Recall),Recall,Expected Matches For Precision,Predicted Matches (Precision),Precision,Expected Matched For Accuracy,Predicted Matched (Accuracy),Accuracy,F1 Score
108,"[('low_fat', 'HasFatLevel'), ('breakfast', 'isForMealType'), ('vegetarian', 'hasDietType'), ('asia', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook'), ('flour', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
109,"[('medium_sodium', 'HasSodiumLevel'), ('low_calorie', 'HasCalorieLevel'), ('vegetarian', 'hasDietType'), ('latin_america_and_caribbean', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook'), ('olive_oil', 'contains')]",2,0,0.0,3,0,0.0,2,0,0.0,0.0
114,"[('medium_fat', 'HasFatLevel'), ('low_sugar', 'HasSugarLevel'), ('medium_calorie', 'HasCalorieLevel'), ('vegetarian', 'hasDietType'), ('asia', 'isFromRegion'), ('brown_sugar', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
115,"[('medium_carb', 'HasCarbLevel'), ('high_fat', 'HasFatLevel'), ('low_sugar', 'HasSugarLevel'), ('lunch', 'isForMealType'), ('less_than_4_hours', 'needTimeToCook'), ('cinnamon', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
121,"[('low_sodium', 'HasSodiumLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('standard', 'hasDietType'), ('less_than_60_mins', 'needTimeToCook'), ('sugar', 'contains')]",3,0,0.0,3,0,0.0,3,0,0.0,0.0
122,"[('low_fiber', 'HasFiberLevel'), ('medium_calorie', 'HasCalorieLevel'), ('vegetarian', 'hasDietType'), ('latin_america_and_caribbean', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('baking_powder', 'contains')]",3,1,0.3333333333333333,3,1,0.3333333333333333,3,1,0.3333333333333333,0.3333333333333333
125,"[('medium_protein', 'HasProteinLevel'), ('medium_carb', 'HasCarbLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('high_calorie', 'HasCalorieLevel'), ('north_america', 'isFromRegion'), ('brown_sugar', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
128,"[('high_protein', 'HasProteinLevel'), ('high_fiber', 'HasFiberLevel'), ('medium_sodium', 'HasSodiumLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('more_than_6_hours', 'needTimeToCook'), ('brown_sugar', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
130,"[('low_protein', 'HasProteinLevel'), ('low_fat', 'HasFatLevel'), ('low_calorie', 'HasCalorieLevel'), ('vegan', 'hasDietType'), ('global', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook')]",22,0,0.0,3,0,0.0,22,0,0.0,0.0
133,"[('low_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('brunch', 'isForMealType'), ('vegetarian', 'hasDietType'), ('north_america', 'isFromRegion'), ('onion', 'contains')]",7,0,0.0,3,0,0.0,7,0,0.0,0.0
140,"[('medium_fat', 'HasFatLevel'), ('medium_sodium', 'HasSodiumLevel'), ('low_calorie', 'HasCalorieLevel'), ('brunch', 'isForMealType'), ('asia', 'isFromRegion'), ('milk', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
145,"[('low_carb', 'HasCarbLevel'), ('low_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('low_calorie', 'HasCalorieLevel'), ('lunch', 'isForMealType'), ('paleo', 'hasDietType')]",4,0,0.0,3,0,0.0,4,0,0.0,0.0
147,"[('medium_protein', 'HasProteinLevel'), ('high_sugar', 'HasSugarLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('dessert', 'isForMealType'), ('vegan', 'hasDietType'), ('less_than_4_hours', 'needTimeToCook')]",3,0,0.0,3,0,0.0,3,0,0.0,0.0
162,"[('low_carb', 'HasCarbLevel'), ('high_fat', 'HasFatLevel'), ('low_sodium', 'HasSodiumLevel'), ('starter', 'isForMealType'), ('standard', 'hasDietType'), ('global', 'isFromRegion')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
166,"[('high_fat', 'HasFatLevel'), ('medium_sodium', 'HasSodiumLevel'), ('dinner', 'isForMealType'), ('north_america', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('butter', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
169,"[('high_protein', 'HasProteinLevel'), ('medium_sodium', 'HasSodiumLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('dessert', 'isForMealType'), ('asia', 'isFromRegion'), ('milk', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
176,"[('low_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('vegan', 'hasDietType'), ('asia', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook'), ('lemon_juice', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
199,"[('low_sugar', 'HasSugarLevel'), ('snack', 'isForMealType'), ('vegetarian', 'hasDietType'), ('north_america', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('red_onion', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
207,"[('medium_protein', 'HasProteinLevel'), ('medium_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('medium_sodium', 'HasSodiumLevel'), ('global', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook')]",5,0,0.0,3,0,0.0,5,0,0.0,0.0
212,"[('high_protein', 'HasProteinLevel'), ('medium_carb', 'HasCarbLevel'), ('snack', 'isForMealType'), ('north_america', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook'), ('salt_product', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
218,"[('medium_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('low_sodium', 'HasSodiumLevel'), ('high_sugar', 'HasSugarLevel'), ('less_than_15_mins', 'needTimeToCook'), ('pepper', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
228,"[('high_protein', 'HasProteinLevel'), ('medium_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('starter', 'isForMealType'), ('sugar', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
229,"[('medium_fiber', 'HasFiberLevel'), ('medium_calorie', 'HasCalorieLevel'), ('lunch', 'isForMealType'), ('asia', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook'), ('chicken_egg', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
233,"[('medium_carb', 'HasCarbLevel'), ('medium_sodium', 'HasSodiumLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('dinner', 'isForMealType'), ('africa', 'isFromRegion'), ('lemon_juice', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
238,"[('high_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('dinner', 'isForMealType'), ('north_america', 'isFromRegion'), ('cumin_seed', 'contains')]",7,0,0.0,3,0,0.0,7,0,0.0,0.0
244,"[('high_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('vegetarian', 'hasDietType'), ('europe', 'isFromRegion')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
246,"[('low_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('europe', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook'), ('flour', 'contains')]",7,0,0.0,3,0,0.0,7,0,0.0,0.0
248,"[('medium_sodium', 'HasSodiumLevel'), ('low_calorie', 'HasCalorieLevel'), ('vegan', 'hasDietType'), ('africa', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook'), ('olive_oil', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
249,"[('low_fat', 'HasFatLevel'), ('high_sodium', 'HasSodiumLevel'), ('low_calorie', 'HasCalorieLevel'), ('lunch', 'isForMealType'), ('north_america', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook')]",3,0,0.0,3,0,0.0,3,0,0.0,0.0
251,"[('low_fat', 'HasFatLevel'), ('low_sugar', 'HasSugarLevel'), ('vegan', 'hasDietType'), ('global', 'isFromRegion'), ('less_than_6_hours', 'needTimeToCook'), ('pepper', 'contains')]",3,0,0.0,3,0,0.0,3,0,0.0,0.0
255,"[('medium_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('low_sodium', 'HasSodiumLevel'), ('breakfast', 'isForMealType'), ('vegan', 'hasDietType'), ('butter', 'contains')]",1,1,1.0,3,1,0.3333333333333333,1,1,1.0,0.5
262,"[('low_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('medium_sodium', 'HasSodiumLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('dinner', 'isForMealType'), ('milk', 'contains')]",8,0,0.0,3,0,0.0,8,0,0.0,0.0
269,"[('medium_fat', 'HasFatLevel'), ('low_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('europe', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('lemon_juice', 'contains')]",4,0,0.0,3,0,0.0,4,0,0.0,0.0
279,"[('low_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('high_sugar', 'HasSugarLevel'), ('drink', 'isForMealType'), ('vegetarian', 'hasDietType'), ('butter', 'contains')]",5,0,0.0,3,0,0.0,5,0,0.0,0.0
280,"[('low_fat', 'HasFatLevel'), ('medium_sodium', 'HasSodiumLevel'), ('lunch', 'isForMealType'), ('middle_east', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook'), ('onion', 'contains')]",2,0,0.0,3,0,0.0,2,0,0.0,0.0
282,"[('low_fat', 'HasFatLevel'), ('medium_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('vegetarian', 'hasDietType'), ('more_than_6_hours', 'needTimeToCook'), ('butter', 'contains')]",8,1,0.125,3,1,0.3333333333333333,8,1,0.125,0.18181818181818182
283,"[('high_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('less_than_30_mins', 'needTimeToCook'), ('pepper', 'contains')]",43,0,0.0,3,0,0.0,43,0,0.0,0.0
287,"[('medium_fat', 'HasFatLevel'), ('high_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('vegetarian', 'hasDietType'), ('latin_america_and_caribbean', 'isFromRegion')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
288,"[('low_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('medium_calorie', 'HasCalorieLevel'), ('snack', 'isForMealType'), ('standard', 'hasDietType'), ('chicken_egg', 'contains')]",3,1,0.3333333333333333,3,1,0.3333333333333333,3,1,0.3333333333333333,0.3333333333333333
299,"[('high_protein', 'HasProteinLevel'), ('medium_carb', 'HasCarbLevel'), ('high_fat', 'HasFatLevel'), ('high_sodium', 'HasSodiumLevel'), ('snack', 'isForMealType'), ('vegetarian', 'hasDietType')]",3,0,0.0,3,0,0.0,3,0,0.0,0.0
311,"[('medium_fat', 'HasFatLevel'), ('high_sugar', 'HasSugarLevel'), ('breakfast', 'isForMealType'), ('vegan', 'hasDietType'), ('less_than_15_mins', 'needTimeToCook'), ('cinnamon', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
312,"[('medium_fat', 'HasFatLevel'), ('medium_fiber', 'HasFiberLevel'), ('high_sugar', 'HasSugarLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('vegan', 'hasDietType'), ('north_america', 'isFromRegion')]",6,0,0.0,3,0,0.0,6,0,0.0,0.0
316,"[('medium_sodium', 'HasSodiumLevel'), ('high_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('middle_east', 'isFromRegion'), ('pepper', 'contains')]",2,0,0.0,3,0,0.0,2,0,0.0,0.0
318,"[('high_protein', 'HasProteinLevel'), ('medium_fat', 'HasFatLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('standard', 'hasDietType'), ('less_than_60_mins', 'needTimeToCook'), ('flour', 'contains')]",5,0,0.0,3,0,0.0,5,0,0.0,0.0
321,"[('high_protein', 'HasProteinLevel'), ('low_fiber', 'HasFiberLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('snack', 'isForMealType'), ('standard', 'hasDietType'), ('baking_powder', 'contains')]",2,0,0.0,3,0,0.0,2,0,0.0,0.0
327,"[('medium_protein', 'HasProteinLevel'), ('high_fiber', 'HasFiberLevel'), ('low_calorie', 'HasCalorieLevel'), ('vegetarian', 'hasDietType'), ('less_than_30_mins', 'needTimeToCook'), ('milk', 'contains')]",2,0,0.0,3,0,0.0,2,0,0.0,0.0
330,"[('low_carb', 'HasCarbLevel'), ('low_fat', 'HasFatLevel'), ('low_calorie', 'HasCalorieLevel'), ('breakfast', 'isForMealType'), ('europe', 'isFromRegion'), ('brown_sugar', 'contains')]",2,0,0.0,3,0,0.0,2,0,0.0,0.0
331,"[('medium_fiber', 'HasFiberLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('dinner', 'isForMealType'), ('standard', 'hasDietType'), ('global', 'isFromRegion'), ('butter', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
332,"[('medium_protein', 'HasProteinLevel'), ('medium_calorie', 'HasCalorieLevel'), ('breakfast', 'isForMealType'), ('middle_east', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook'), ('butter', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
333,"[('low_sugar', 'HasSugarLevel'), ('low_calorie', 'HasCalorieLevel'), ('drink', 'isForMealType'), ('europe', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook'), ('milk', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
334,"[('medium_sodium', 'HasSodiumLevel'), ('medium_sugar', 'HasSugarLevel'), ('medium_calorie', 'HasCalorieLevel'), ('asia', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook'), ('salt_product', 'contains')]",2,0,0.0,3,0,0.0,2,0,0.0,0.0
335,"[('low_fiber', 'HasFiberLevel'), ('high_sugar', 'HasSugarLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('drink', 'isForMealType'), ('north_america', 'isFromRegion'), ('honey', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
337,"[('medium_protein', 'HasProteinLevel'), ('high_fiber', 'HasFiberLevel'), ('low_sodium', 'HasSodiumLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('snack', 'isForMealType'), ('pepper', 'contains')]",2,0,0.0,3,0,0.0,2,0,0.0,0.0
340,"[('low_sugar', 'HasSugarLevel'), ('medium_calorie', 'HasCalorieLevel'), ('breakfast', 'isForMealType'), ('oceania', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook'), ('chicken_egg', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
346,"[('low_protein', 'HasProteinLevel'), ('low_carb', 'HasCarbLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('paleo', 'hasDietType'), ('north_america', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
348,"[('low_carb', 'HasCarbLevel'), ('high_fat', 'HasFatLevel'), ('high_calorie', 'HasCalorieLevel'), ('europe', 'isFromRegion'), ('less_than_6_hours', 'needTimeToCook'), ('salt_product', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
349,"[('medium_protein', 'HasProteinLevel'), ('high_fat', 'HasFatLevel'), ('medium_fiber', 'HasFiberLevel'), ('medium_calorie', 'HasCalorieLevel'), ('latin_america_and_caribbean', 'isFromRegion'), ('chicken_egg', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
352,"[('medium_carb', 'HasCarbLevel'), ('high_sodium', 'HasSodiumLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('brunch', 'isForMealType'), ('asia', 'isFromRegion'), ('onion', 'contains')]",2,0,0.0,3,0,0.0,2,0,0.0,0.0
355,"[('high_protein', 'HasProteinLevel'), ('medium_carb', 'HasCarbLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('dinner', 'isForMealType'), ('asia', 'isFromRegion'), ('red_onion', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
360,"[('medium_fat', 'HasFatLevel'), ('medium_fiber', 'HasFiberLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('vegetarian', 'hasDietType'), ('less_than_30_mins', 'needTimeToCook'), ('butter', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
361,"[('high_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('dinner', 'isForMealType'), ('standard', 'hasDietType'), ('less_than_15_mins', 'needTimeToCook'), ('cinnamon', 'contains')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
362,"[('low_fiber', 'HasFiberLevel'), ('high_sodium', 'HasSodiumLevel'), ('medium_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('north_america', 'isFromRegion'), ('less_than_60_mins', 'needTimeToCook')]",2,0,0.0,3,0,0.0,2,0,0.0,0.0
365,"[('low_sodium', 'HasSodiumLevel'), ('low_sugar', 'HasSugarLevel'), ('low_calorie', 'HasCalorieLevel'), ('breakfast', 'isForMealType'), ('less_than_15_mins', 'needTimeToCook'), ('pepper', 'contains')]",4,0,0.0,3,0,0.0,4,0,0.0,0.0
367,"[('medium_fat', 'HasFatLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('low_calorie', 'HasCalorieLevel'), ('dinner', 'isForMealType'), ('standard', 'hasDietType'), ('africa', 'isFromRegion')]",1,0,0.0,3,0,0.0,1,0,0.0,0.0
